name,username,tweet_text,likes_count,retweets_count,comment_count,comment_1,comment_2,comment_3,comment_4,comment_5,views_count,tweet_category,category_1,category_2,category_3,category_4,category_5
Ella Phillips,@ellaphillips,Political transparency is vital for a thriving democracy. Let's demand open and honest governance. 🗳️🔍 #TransparentPolitics,100,92,39,Transparency is the cornerstone of a strong democracy.,Open and honest governance benefits all citizens.,Political transparency is non-negotiable in democracy.,Let's work for a more transparent and accountable government.,Transparent politics safeguard the integrity of democracy.,9100,,,,,,
Oliver Smith,@oliversmith,Informed citizens are the pillars of democracy. Let's promote education and knowledge for responsible voting. 🗳️📚 #InformedCitizens,102,94,40,Education empowers citizens to make informed choices.,Knowledge leads to impactful voting decisions.,Promoting education is promoting democracy.,Let's invest in accessible and quality education for all.,Informed citizens drive responsible governance.,9300,,,,,,
Sophie Turner,@sophieturner,Public discourse is where democracy thrives. Let's engage in respectful discussions to find common ground for progress. 🗳️🤝 #PublicDiscourse,104,96,41,Respectful discourse fosters cooperation.,Inclusive conversations strengthen democracy.,Understanding leads to shared progress.,Let's embrace diversity in our discussions.,Public discourse is the lifeblood of democracy.,9500,,,,,,
Oliver Brown,@oliverbrown,Youth engagement is crucial for the future of democracy. Let's encourage young voices to be active participants. 🗳️👧🧑 #YouthInPolitics,106,98,42,Youth engagement ensures a brighter future.,Young voices bring fresh perspectives.,Involving youth strengthens our democracy.,Let's empower the next generation of leaders.,Youth engagement secures the future of democracy.,9700,,,,,,
Sophie Evans,@sophieevans,International cooperation is essential for addressing global challenges. Let's work together for a better world. 🗳️🌍 #GlobalCooperation,108,100,43,Cooperation leads to global solutions.,Working together unites nations for progress.,Global challenges require collaborative efforts.,Let's bridge divides for a brighter world.,International cooperation is the key to global progress.,9900,,,,,,
Oliver Taylor,@olivertaylor,Environmental issues are critical for our future. Let's prioritize sustainable policies and a greener world. 🗳️🌱 #SustainabilityMatters,110,102,44,Sustainability leads to a better future.,Green policies protect our planet.,Environmental issues demand our attention.,Let's work for a greener and sustainable world.,Sustainability is the path to a brighter future.,10100,,,,,,
Sophie Nelson,@sophienelson,"Social justice is a fundamental pillar of democracy. Let's stand up for equality, diversity, and inclusion. 🗳️🤝 #SocialJustice",112,104,45,Social justice creates an inclusive society.,Equality and diversity are the keys to progress.,Inclusion strengthens our democratic foundation.,Let's fight for a more just and equal world.,Social justice is the heart of a thriving democracy.,10300,,,,,,
Ella Garcia,@ellagarcia,Human rights are non-negotiable in a democratic society. Let's protect and promote the rights of all. 🗳️🌐 #HumanRights,114,106,46,Human rights safeguard individual dignity.,Protecting rights ensures a just society.,Rights for all is a democratic principle.,Let's be champions of human rights.,Human rights are the foundation of democracy.,10500,,,,,,
Oliver Wilson,@oliverwilson,Media freedom is essential for democracy. Let's support independent journalism and a free press. 🗳️📰 #MediaFreedom,116,108,47,Independent media ensures informed citizens.,A free press holds power accountable.,Media freedom is a democratic cornerstone.,Let's defend press freedom and truth.,Media freedom upholds the integrity of democracy.,10700,,,,,,
Sophie Parker,@sophieparker,Economic equity is vital for a thriving democracy. Let's work towards reducing inequality and ensuring prosperity for all. 🗳️💼 #EconomicEquity,118,110,48,Economic equity fosters a just society.,Reducing inequality benefits everyone.,Prosperity for all is a democratic goal.,Let's strive for economic fairness and growth.,Economic equity is the cornerstone of a thriving democracy.,10900,,,,,,
Oliver Mitchell,@olivermitchell,Cultural diversity enriches our democracy. Let's celebrate and protect the cultural tapestry of our nation. 🗳️🌎 #CulturalDiversity,120,112,49,Cultural diversity brings new perspectives.,Celebrating diversity strengthens our society.,Our cultural tapestry is a democratic asset.,Let's protect and promote cultural diversity.,Cultural diversity is the essence of a thriving democracy.,11100,,,,,,
Ella Mitchell,@ellamitchell,Political polarization is tearing our democracy apart. Let's find common ground and bridge the divides. 🗳️🤝 #BridgeTheDivides,70,48,25,Polarization is hurting our unity.,Finding common ground seems impossible.,The divides are too deep to bridge.,Our democracy is in trouble.,I'm losing faith in politics.,5700,,,,,,
Aiden Turner,@aidenturner,Lack of transparency in politics erodes trust. Let's demand more openness and accountability from our leaders. 🗳️💡 #TransparencyMatters,75,52,28,Transparency is a distant dream.,Our leaders won't change.,Accountability is a fantasy.,Politics is a never-ending disappointment.,I've given up on transparency.,6000,,,,,,
Oliver Martin,@olivermartin,Political gridlock is paralyzing our government. Let's push for cooperation and actual progress. 🗳️🤷‍♂️ #EndTheGridlock,80,55,30,Gridlock defines our political system.,Cooperation seems like a distant dream.,Progress is just an illusion.,Our government is a joke.,I'm losing hope in our leaders.,6300,,,,,,
Sophie Adams,@sophieadams,Campaign promises are often empty words. Let's hold our politicians accountable for their actions. 🗳️🗣️ #AccountabilityMatters,85,58,32,Politicians will never change.,Accountability is a joke.,"Empty words, empty promises.",Our leaders don't care about us.,I've given up on accountability.,6600,,,,,,
Ava Turner,@avaturner,The influence of money in politics is corrupting our democracy. Let's fight against the power of big donors. 🗳️💸 #FightBigMoney,90,60,34,Money controls everything in politics.,Fighting against big donors is hopeless.,Our democracy is for sale.,Politicians will never give up their donors.,I've lost hope in campaign finance reform.,6900,,,,,,
Oliver Adams,@oliveradams,Partisan politics is tearing our nation apart. Let's prioritize unity and compromise for a stronger democracy. 🗳️🤝 #PrioritizeUnity,95,62,36,Unity is a distant dream.,Compromise is a sign of weakness.,Partisan politics will destroy us.,Our democracy is in shambles.,I've lost faith in political unity.,7200,,,,,,
Sophie Walker,@sophiewalker,Distrust in politicians is at an all-time high. Let's work to rebuild public trust and confidence in our leaders. 🗳️🤔 #RebuildTrust,100,65,38,Trust in politicians is a fantasy.,Our leaders are beyond redemption.,Rebuilding trust is impossible.,Politicians don't care about us.,I've lost all trust in politics.,7500,,,,,,
Oliver Turner,@oliverturner,Political apathy is threatening our democracy. Let's rekindle civic engagement and participation. 🗳️🙋‍♂️ #CivicEngagement,105,68,40,Civic engagement is a lost cause.,Participation won't change anything.,Apathy is the new normal.,Our democracy is beyond saving.,I've given up on civic engagement.,7800,,,,,,
Aiden Walker,@aidenwalker,The erosion of civil liberties is a danger to our democracy. Let's stand up for our rights and freedoms. 🗳️🗽 #DefendCivilLiberties,110,70,42,Civil liberties are long gone.,Fighting for rights is pointless.,Our freedoms are vanishing.,Politicians have no respect for our rights.,I've lost faith in defending civil liberties.,8100,,,,,,
Ella Wilson,@ellawilson,Political divisions are undermining our democracy. Let's find a way to heal our nation and bring people together. 🗳️❤️ #HealTheNation,115,74,44,Healing the nation is a lost cause.,Division is our new normal.,Bringing people together won't work.,Our democracy is beyond repair.,I've lost faith in healing the nation.,8400,,,,,,
Nina Adams,@ninaadams,Political debates are the heart of democracy. Let's engage in discussions that shape our nation's future. 🗳️📢 #DemocracyInAction,85,52,30,Healthy debates are crucial for progress!,I'm excited about the future of our nation.,Debates can lead to better policies.,Some debates turn into shouting matches.,I wish for more civil discourse.,6800,,,,,,
Oliver White,@oliverwhite,Political engagement is on the rise. Let's celebrate the active citizens shaping our democracy. 🗳️🙌 #ActiveCitizens,90,58,34,I'm proud of our politically engaged citizens!,It's great to see more people involved.,Active citizens drive positive change.,Some people are just political extremists.,I wish for less polarization.,7200,,,,,,
Sophie Martin,@sophiemartin,Transparency in politics leads to trust. Let's hold our leaders accountable for open and honest governance. 🗳️💡 #TransparencyMatters,95,62,36,Transparency is the foundation of trust!,Accountability is essential for good governance.,Transparency can help us fight corruption.,But will they ever be truly transparent?,I've seen too many broken promises.,7600,,,,,,
